Product Name,Category,Ingredients,Quantity Sold,Price,Cost per Unit,Total Revenue,Discount Applied,Customer Segment,Order Date,Expiration Date,Shelf Life (Days),Customer Age,Customer Gender,Payment Method,Order Type,Wastage Quantity,Review Rating,Packaging Type,When the Product Was Bought
Vanilla Cupcake,Pastries,"Flour, Cocoa, Butter",2,131,78.6,262,True,Business,2025-04-20,2025-04-26,6,44,Other,Debit Card,Bulk,1,3.2,Cloth Bag,2025-04-20
Vanilla Cupcake,Baked Goods,"Cocoa, Sugar, Baking Powder",3,144,86.4,432,False,Family,2025-04-14,2025-04-17,3,33,Male,Credit Card,Bulk,2,2.3,Cloth Bag,2025-04-14
Fruit Tart,Pastries,"Baking Powder, Eggs, Milk",3,299,179.4,897,False,Family,2025-04-21,2025-04-25,4,19,Male,Credit Card,Bulk,0,3.4,Paper Box,2025-04-21
Muffin,Cupcakes,"Butter, Sugar, Flour",1,222,133.2,222,False,Individual,2025-04-14,2025-04-19,5,59,Female,Credit Card,Bulk,0,1.5,Plastic Wrap,2025-04-14
Cheese Pastry,Baked Goods,"Butter, Flour, Baking Powder",2,116,69.6,232,True,Individual,2025-04-23,2025-04-28,5,18,Other,Debit Card,Bulk,0,2.4,Paper Box,2025-04-23
Brownie,Cakes,"Milk, Baking Powder, Flour",3,200,120.0,600,True,Business,2025-04-10,2025-04-14,4,35,Other,UPI,Single,1,3.7,Paper Box,2025-04-10
Chocolate Cake,Baked Goods,"Milk, Sugar, Flour",3,205,123.0,615,False,Family,2025-04-13,2025-04-18,5,29,Male,Credit Card,Bulk,0,3.7,Plastic Wrap,2025-04-13
Croissant,Tarts,"Eggs, Butter, Milk",1,228,136.8,228,False,Family,2025-04-24,2025-04-29,5,41,Other,UPI,Single,0,2.5,Paper Box,2025-04-24
Muffin,Pastries,"Milk, Eggs, Butter",2,186,111.6,372,False,Business,2025-04-19,2025-04-23,4,36,Female,Debit Card,Bulk,0,3.2,Cloth Bag,2025-04-19
Chocolate Cake,Cupcakes,"Baking Powder, Sugar, Butter",3,226,135.6,678,False,Individual,2025-04-13,2025-04-19,6,28,Female,Cash,Single,1,2.5,Plastic Wrap,2025-04-13
Sourdough,Cupcakes,"Cocoa, Eggs, Sugar",3,190,114.0,570,False,Business,2025-04-17,2025-04-20,3,26,Male,UPI,Single,2,2.7,Cloth Bag,2025-04-17
Fruit Tart,Pastries,"Sugar, Baking Powder, Flour",1,170,102.0,170,False,Family,2025-04-18,2025-04-23,5,34,Other,Debit Card,Single,2,1.8,Plastic Wrap,2025-04-18
Croissant,Cakes,"Sugar, Milk, Butter",1,70,42.0,70,True,Business,2025-04-18,2025-04-21,3,41,Female,UPI,Single,2,2.9,Cloth Bag,2025-04-18
Vanilla Cupcake,Cupcakes,"Cocoa, Eggs, Baking Powder",1,185,111.0,185,False,Business,2025-04-19,2025-04-24,5,27,Other,Credit Card,Single,0,4.3,Plastic Wrap,2025-04-19
Vanilla Cupcake,Baked Goods,"Sugar, Cocoa, Flour",3,199,119.4,597,False,Business,2025-04-18,2025-04-24,6,25,Male,UPI,Bulk,2,4.4,Cloth Bag,2025-04-18
Chocolate Cake,Baked Goods,"Sugar, Milk, Butter",2,131,78.6,262,False,Business,2025-04-22,2025-04-26,4,59,Male,Credit Card,Bulk,2,1.2,Cloth Bag,2025-04-22
Fruit Tart,Baked Goods,"Milk, Cocoa, Baking Powder",3,190,114.0,570,True,Business,2025-04-18,2025-04-23,5,37,Other,Cash,Single,1,2.2,Plastic Wrap,2025-04-18
Chocolate Cake,Pastries,"Cocoa, Baking Powder, Milk",2,283,169.8,566,False,Family,2025-04-17,2025-04-20,3,44,Male,Cash,Single,1,1.7,Cloth Bag,2025-04-17
Vanilla Cupcake,Pastries,"Sugar, Eggs, Baking Powder",3,250,150.0,750,False,Family,2025-04-17,2025-04-21,4,51,Other,Cash,Bulk,2,3.2,Cloth Bag,2025-04-17
Chocolate Cake,Baked Goods,"Butter, Flour, Cocoa",1,288,172.8,288,False,Business,2025-04-19,2025-04-24,5,41,Male,UPI,Bulk,1,4.1,Paper Box,2025-04-19
Brownie,Tarts,"Baking Powder, Eggs, Flour",1,58,34.8,58,False,Individual,2025-04-21,2025-04-26,5,18,Male,Debit Card,Single,0,3.1,Cloth Bag,2025-04-21
Croissant,Cakes,"Sugar, Eggs, Cocoa",3,224,134.4,672,False,Individual,2025-04-13,2025-04-17,4,41,Male,Debit Card,Bulk,1,4.1,Plastic Wrap,2025-04-13
Cheese Pastry,Cakes,"Eggs, Cocoa, Flour",2,133,79.8,266,True,Business,2025-04-17,2025-04-20,3,27,Female,UPI,Bulk,2,3.3,Plastic Wrap,2025-04-17
Cheese Pastry,Tarts,"Cocoa, Eggs, Milk",3,254,152.4,762,True,Business,2025-04-11,2025-04-15,4,54,Female,Cash,Single,1,4.6,Paper Box,2025-04-11
Muffin,Pastries,"Eggs, Flour, Baking Powder",3,123,73.8,369,False,Business,2025-04-10,2025-04-16,6,35,Male,Cash,Bulk,1,3.2,Plastic Wrap,2025-04-10
Cheese Pastry,Baked Goods,"Eggs, Sugar, Cocoa",2,138,82.8,276,True,Family,2025-04-13,2025-04-17,4,29,Other,UPI,Single,0,2.9,Plastic Wrap,2025-04-13
Brownie,Pastries,"Baking Powder, Milk, Cocoa",2,281,168.6,562,True,Business,2025-04-15,2025-04-21,6,58,Female,Debit Card,Single,2,2.6,Cloth Bag,2025-04-15
Muffin,Tarts,"Cocoa, Milk, Flour",1,136,81.6,136,True,Business,2025-04-16,2025-04-20,4,57,Male,UPI,Bulk,0,1.4,Cloth Bag,2025-04-16
Chocolate Cake,Cakes,"Flour, Eggs, Butter",2,66,39.6,132,False,Family,2025-04-17,2025-04-23,6,22,Other,Credit Card,Bulk,2,1.8,Cloth Bag,2025-04-17
Muffin,Cakes,"Baking Powder, Cocoa, Sugar",3,136,81.6,408,False,Individual,2025-04-10,2025-04-15,5,26,Male,UPI,Single,0,4.6,Cloth Bag,2025-04-10
Vanilla Cupcake,Baked Goods,"Baking Powder, Milk, Eggs",3,80,48.0,240,False,Family,2025-04-14,2025-04-17,3,38,Male,Cash,Single,2,4.6,Plastic Wrap,2025-04-14
Fruit Tart,Pastries,"Milk, Eggs, Butter",3,287,172.2,861,True,Family,2025-04-15,2025-04-18,3,34,Female,Debit Card,Bulk,2,1.6,Plastic Wrap,2025-04-15
Cheese Pastry,Tarts,"Milk, Baking Powder, Sugar",1,74,44.4,74,False,Family,2025-04-21,2025-04-27,6,21,Female,Credit Card,Single,0,3.6,Cloth Bag,2025-04-21
Croissant,Baked Goods,"Milk, Baking Powder, Eggs",1,257,154.2,257,True,Individual,2025-04-19,2025-04-23,4,33,Female,Credit Card,Bulk,0,1.8,Paper Box,2025-04-19
Fruit Tart,Tarts,"Eggs, Sugar, Flour",1,136,81.6,136,False,Family,2025-04-16,2025-04-20,4,40,Male,UPI,Single,1,4.8,Paper Box,2025-04-16
Brownie,Pastries,"Eggs, Cocoa, Baking Powder",1,261,156.6,261,False,Business,2025-04-23,2025-04-26,3,49,Other,UPI,Bulk,1,4.0,Cloth Bag,2025-04-23
Brownie,Tarts,"Baking Powder, Eggs, Sugar",1,174,104.4,174,True,Family,2025-04-11,2025-04-17,6,18,Other,Debit Card,Single,2,2.4,Cloth Bag,2025-04-11
Brownie,Pastries,"Sugar, Butter, Milk",1,193,115.8,193,True,Individual,2025-04-17,2025-04-21,4,57,Other,Cash,Single,0,3.2,Plastic Wrap,2025-04-17
Sourdough,Tarts,"Milk, Eggs, Flour",1,174,104.4,174,False,Individual,2025-04-21,2025-04-26,5,31,Other,UPI,Single,2,1.9,Plastic Wrap,2025-04-21
Cheese Pastry,Tarts,"Flour, Eggs, Sugar",3,251,150.6,753,True,Business,2025-04-15,2025-04-18,3,31,Other,Credit Card,Bulk,2,4.9,Plastic Wrap,2025-04-15
Croissant,Baked Goods,"Baking Powder, Milk, Eggs",1,225,135.0,225,True,Family,2025-04-17,2025-04-22,5,45,Other,Credit Card,Single,2,4.0,Paper Box,2025-04-17
Croissant,Baked Goods,"Milk, Cocoa, Flour",3,146,87.6,438,False,Individual,2025-04-23,2025-04-28,5,42,Female,Credit Card,Single,1,2.5,Plastic Wrap,2025-04-23
Fruit Tart,Cakes,"Butter, Eggs, Milk",2,136,81.6,272,False,Business,2025-04-14,2025-04-20,6,19,Other,Debit Card,Single,1,2.7,Cloth Bag,2025-04-14
Brownie,Pastries,"Eggs, Cocoa, Milk",2,126,75.6,252,True,Individual,2025-04-20,2025-04-26,6,45,Other,Cash,Bulk,0,4.9,Cloth Bag,2025-04-20
Chocolate Cake,Cupcakes,"Cocoa, Flour, Baking Powder",3,198,118.8,594,True,Individual,2025-04-21,2025-04-24,3,31,Female,Credit Card,Bulk,0,1.9,Paper Box,2025-04-21
Vanilla Cupcake,Tarts,"Butter, Cocoa, Milk",1,292,175.2,292,True,Business,2025-04-22,2025-04-27,5,18,Male,UPI,Single,0,4.5,Cloth Bag,2025-04-22
Muffin,Baked Goods,"Butter, Flour, Baking Powder",2,254,152.4,508,True,Individual,2025-04-23,2025-04-27,4,55,Female,Debit Card,Single,0,2.9,Cloth Bag,2025-04-23
Vanilla Cupcake,Pastries,"Milk, Baking Powder, Flour",1,211,126.6,211,True,Family,2025-04-14,2025-04-20,6,45,Female,Debit Card,Single,1,2.7,Paper Box,2025-04-14
Croissant,Baked Goods,"Sugar, Eggs, Butter",2,247,148.2,494,True,Business,2025-04-22,2025-04-26,4,50,Male,Debit Card,Bulk,2,4.3,Paper Box,2025-04-22
Croissant,Baked Goods,"Milk, Flour, Eggs",2,87,52.2,174,False,Family,2025-04-14,2025-04-19,5,31,Male,Cash,Single,2,3.2,Cloth Bag,2025-04-14
Sourdough,Pastries,"Butter, Milk, Flour",2,71,42.6,142,False,Individual,2025-04-23,2025-04-29,6,26,Male,UPI,Single,1,1.5,Cloth Bag,2025-04-23
Vanilla Cupcake,Baked Goods,"Baking Powder, Eggs, Sugar",1,228,136.8,228,False,Individual,2025-04-23,2025-04-28,5,39,Male,Cash,Single,2,2.9,Cloth Bag,2025-04-23
Cheese Pastry,Tarts,"Eggs, Baking Powder, Flour",3,77,46.2,231,True,Business,2025-04-24,2025-04-30,6,44,Male,Debit Card,Single,2,1.5,Plastic Wrap,2025-04-24
Vanilla Cupcake,Cakes,"Sugar, Baking Powder, Flour",2,156,93.6,312,True,Family,2025-04-24,2025-04-27,3,36,Other,Credit Card,Single,1,1.8,Paper Box,2025-04-24
Sourdough,Cakes,"Sugar, Eggs, Butter",3,194,116.4,582,True,Business,2025-04-24,2025-04-28,4,49,Male,Cash,Single,2,3.1,Plastic Wrap,2025-04-24
Muffin,Baked Goods,"Sugar, Butter, Baking Powder",2,248,148.8,496,True,Business,2025-04-15,2025-04-21,6,39,Other,UPI,Bulk,2,1.6,Cloth Bag,2025-04-15
Brownie,Baked Goods,"Cocoa, Sugar, Flour",2,128,76.8,256,True,Family,2025-04-19,2025-04-23,4,24,Other,Debit Card,Bulk,0,4.3,Cloth Bag,2025-04-19
Muffin,Tarts,"Flour, Eggs, Baking Powder",2,260,156.0,520,False,Business,2025-04-13,2025-04-19,6,48,Female,Cash,Bulk,2,4.2,Cloth Bag,2025-04-13
Brownie,Tarts,"Butter, Eggs, Baking Powder",3,68,40.8,204,False,Individual,2025-04-13,2025-04-17,4,41,Male,Credit Card,Bulk,2,4.4,Plastic Wrap,2025-04-13
Cheese Pastry,Cupcakes,"Baking Powder, Flour, Milk",3,96,57.6,288,True,Business,2025-04-15,2025-04-20,5,27,Male,UPI,Bulk,2,3.8,Cloth Bag,2025-04-15
Cheese Pastry,Pastries,"Eggs, Butter, Baking Powder",1,297,178.2,297,True,Family,2025-04-12,2025-04-16,4,51,Male,Debit Card,Bulk,0,3.9,Paper Box,2025-04-12
Fruit Tart,Baked Goods,"Eggs, Cocoa, Sugar",2,295,177.0,590,True,Family,2025-04-17,2025-04-23,6,52,Male,Debit Card,Single,2,3.2,Plastic Wrap,2025-04-17
Brownie,Tarts,"Cocoa, Baking Powder, Sugar",2,263,157.8,526,True,Business,2025-04-23,2025-04-26,3,50,Other,Cash,Single,0,1.1,Cloth Bag,2025-04-23
Sourdough,Baked Goods,"Sugar, Cocoa, Flour",3,61,36.6,183,False,Business,2025-04-12,2025-04-17,5,37,Male,Debit Card,Bulk,0,4.7,Cloth Bag,2025-04-12
Muffin,Cakes,"Sugar, Milk, Cocoa",2,250,150.0,500,True,Individual,2025-04-10,2025-04-15,5,26,Female,Cash,Bulk,1,4.7,Plastic Wrap,2025-04-10
Muffin,Cupcakes,"Butter, Sugar, Eggs",1,184,110.4,184,True,Individual,2025-04-19,2025-04-22,3,59,Other,Debit Card,Single,0,1.8,Paper Box,2025-04-19
Brownie,Pastries,"Baking Powder, Cocoa, Sugar",2,292,175.2,584,True,Individual,2025-04-21,2025-04-26,5,47,Other,UPI,Single,1,3.4,Plastic Wrap,2025-04-21
Vanilla Cupcake,Cakes,"Butter, Flour, Baking Powder",3,89,53.4,267,True,Family,2025-04-20,2025-04-23,3,60,Other,Cash,Bulk,1,5.0,Paper Box,2025-04-20
Fruit Tart,Cakes,"Baking Powder, Flour, Eggs",2,274,164.4,548,True,Individual,2025-04-23,2025-04-29,6,30,Male,Credit Card,Single,1,3.9,Cloth Bag,2025-04-23
Croissant,Pastries,"Flour, Butter, Baking Powder",3,179,107.4,537,False,Family,2025-04-12,2025-04-18,6,24,Female,UPI,Bulk,2,1.7,Paper Box,2025-04-12
Cheese Pastry,Pastries,"Butter, Baking Powder, Milk",2,67,40.2,134,True,Family,2025-04-20,2025-04-24,4,47,Female,Debit Card,Single,1,1.3,Cloth Bag,2025-04-20
Brownie,Cakes,"Flour, Sugar, Baking Powder",1,178,106.8,178,False,Business,2025-04-12,2025-04-15,3,21,Other,UPI,Single,0,2.8,Cloth Bag,2025-04-12
Vanilla Cupcake,Cakes,"Flour, Butter, Milk",2,110,66.0,220,False,Family,2025-04-10,2025-04-15,5,56,Male,Credit Card,Bulk,1,1.0,Plastic Wrap,2025-04-10
Muffin,Baked Goods,"Butter, Baking Powder, Flour",1,278,166.8,278,False,Individual,2025-04-22,2025-04-27,5,18,Other,Debit Card,Bulk,2,1.9,Paper Box,2025-04-22
Fruit Tart,Pastries,"Milk, Flour, Cocoa",3,80,48.0,240,False,Individual,2025-04-15,2025-04-21,6,45,Male,UPI,Single,2,2.1,Paper Box,2025-04-15
Cheese Pastry,Baked Goods,"Butter, Milk, Sugar",1,77,46.2,77,True,Family,2025-04-21,2025-04-26,5,58,Male,Cash,Bulk,0,2.1,Paper Box,2025-04-21
Cheese Pastry,Cakes,"Butter, Cocoa, Baking Powder",1,227,136.2,227,True,Business,2025-04-17,2025-04-23,6,41,Other,Cash,Bulk,1,4.7,Plastic Wrap,2025-04-17
Brownie,Cakes,"Milk, Flour, Eggs",3,238,142.8,714,False,Business,2025-04-19,2025-04-22,3,36,Male,Debit Card,Single,1,3.0,Cloth Bag,2025-04-19
Vanilla Cupcake,Cakes,"Eggs, Sugar, Flour",2,276,165.6,552,True,Family,2025-04-12,2025-04-16,4,49,Female,UPI,Bulk,0,2.8,Plastic Wrap,2025-04-12
Cheese Pastry,Tarts,"Sugar, Baking Powder, Cocoa",2,125,75.0,250,True,Family,2025-04-11,2025-04-14,3,32,Male,Credit Card,Bulk,2,3.4,Paper Box,2025-04-11
Muffin,Cakes,"Baking Powder, Milk, Sugar",2,91,54.6,182,True,Business,2025-04-11,2025-04-15,4,29,Female,Debit Card,Single,0,1.4,Cloth Bag,2025-04-11
Brownie,Cakes,"Sugar, Butter, Milk",3,235,141.0,705,False,Individual,2025-04-17,2025-04-20,3,24,Male,Debit Card,Single,2,2.1,Plastic Wrap,2025-04-17
Brownie,Cakes,"Eggs, Cocoa, Baking Powder",2,174,104.4,348,False,Family,2025-04-20,2025-04-24,4,20,Other,Credit Card,Bulk,2,3.1,Cloth Bag,2025-04-20
Chocolate Cake,Baked Goods,"Sugar, Baking Powder, Eggs",1,250,150.0,250,False,Business,2025-04-10,2025-04-16,6,53,Female,Cash,Bulk,1,4.1,Plastic Wrap,2025-04-10
Muffin,Baked Goods,"Baking Powder, Milk, Sugar",2,238,142.8,476,False,Business,2025-04-21,2025-04-25,4,27,Male,Cash,Single,0,1.0,Paper Box,2025-04-21
Chocolate Cake,Baked Goods,"Cocoa, Eggs, Milk",3,76,45.6,228,True,Family,2025-04-21,2025-04-26,5,33,Male,UPI,Bulk,0,3.0,Cloth Bag,2025-04-21
Brownie,Cupcakes,"Eggs, Sugar, Baking Powder",3,112,67.2,336,True,Business,2025-04-12,2025-04-17,5,30,Male,Cash,Bulk,0,1.2,Plastic Wrap,2025-04-12
Fruit Tart,Pastries,"Sugar, Flour, Eggs",1,263,157.8,263,True,Individual,2025-04-24,2025-04-28,4,25,Other,UPI,Bulk,1,3.0,Cloth Bag,2025-04-24
Croissant,Pastries,"Baking Powder, Sugar, Milk",3,70,42.0,210,True,Family,2025-04-21,2025-04-24,3,45,Female,Debit Card,Bulk,1,2.7,Plastic Wrap,2025-04-21
Fruit Tart,Tarts,"Butter, Baking Powder, Cocoa",2,173,103.8,346,True,Family,2025-04-11,2025-04-17,6,46,Female,Debit Card,Single,2,4.2,Paper Box,2025-04-11
Cheese Pastry,Cupcakes,"Butter, Milk, Flour",2,86,51.6,172,False,Business,2025-04-19,2025-04-25,6,38,Male,UPI,Bulk,1,3.4,Plastic Wrap,2025-04-19
Brownie,Cakes,"Eggs, Sugar, Butter",3,174,104.4,522,False,Business,2025-04-17,2025-04-21,4,26,Female,Debit Card,Bulk,0,4.5,Plastic Wrap,2025-04-17
Fruit Tart,Pastries,"Flour, Sugar, Cocoa",2,70,42.0,140,True,Individual,2025-04-11,2025-04-17,6,40,Male,Credit Card,Bulk,0,2.8,Cloth Bag,2025-04-11
Cheese Pastry,Pastries,"Flour, Sugar, Milk",1,69,41.4,69,True,Family,2025-04-22,2025-04-27,5,27,Male,Credit Card,Single,0,3.3,Plastic Wrap,2025-04-22
Chocolate Cake,Baked Goods,"Baking Powder, Milk, Sugar",2,176,105.6,352,False,Business,2025-04-17,2025-04-20,3,34,Male,Credit Card,Single,2,4.7,Paper Box,2025-04-17
Fruit Tart,Cakes,"Milk, Eggs, Baking Powder",1,276,165.6,276,True,Individual,2025-04-23,2025-04-27,4,21,Male,Cash,Bulk,0,1.8,Paper Box,2025-04-23
Muffin,Cupcakes,"Milk, Flour, Eggs",3,121,72.6,363,True,Business,2025-04-14,2025-04-19,5,27,Female,Cash,Single,2,4.9,Plastic Wrap,2025-04-14
Chocolate Cake,Cupcakes,"Flour, Butter, Eggs",3,133,79.8,399,True,Individual,2025-04-15,2025-04-19,4,35,Male,Debit Card,Bulk,2,4.4,Cloth Bag,2025-04-15
Sourdough,Cupcakes,"Eggs, Flour, Cocoa",1,296,177.6,296,False,Business,2025-04-14,2025-04-18,4,43,Other,UPI,Single,2,4.3,Cloth Bag,2025-04-14
Vanilla Cupcake,Cakes,"Cocoa, Butter, Eggs",1,56,33.6,56,False,Business,2025-04-12,2025-04-17,5,57,Other,Credit Card,Bulk,0,2.5,Paper Box,2025-04-12
Sourdough,Pastries,"Cocoa, Eggs, Flour",3,88,52.8,264,False,Business,2025-04-17,2025-04-21,4,56,Other,UPI,Single,1,3.6,Plastic Wrap,2025-04-17
Muffin,Pastries,"Milk, Cocoa, Eggs",1,86,51.6,86,False,Individual,2025-04-19,2025-04-22,3,50,Other,Debit Card,Single,2,4.9,Cloth Bag,2025-04-19
Cheese Pastry,Pastries,"Baking Powder, Eggs, Flour",3,243,145.8,729,True,Business,2025-04-17,2025-04-20,3,35,Other,UPI,Single,1,1.9,Plastic Wrap,2025-04-17
Chocolate Cake,Baked Goods,"Cocoa, Sugar, Milk",1,89,53.4,89,True,Family,2025-04-17,2025-04-20,3,35,Male,Credit Card,Single,2,4.5,Paper Box,2025-04-17
Croissant,Cakes,"Milk, Flour, Butter",1,210,126.0,210,True,Business,2025-04-15,2025-04-21,6,54,Female,Cash,Single,2,1.7,Plastic Wrap,2025-04-15
Brownie,Pastries,"Butter, Cocoa, Milk",2,289,173.4,578,False,Family,2025-04-19,2025-04-23,4,39,Other,Credit Card,Bulk,1,1.7,Plastic Wrap,2025-04-19
Sourdough,Pastries,"Milk, Sugar, Butter",1,239,143.4,239,True,Family,2025-04-18,2025-04-24,6,60,Female,UPI,Single,1,3.2,Paper Box,2025-04-18
Croissant,Tarts,"Cocoa, Butter, Milk",1,185,111.0,185,False,Business,2025-04-23,2025-04-26,3,28,Female,Credit Card,Bulk,0,3.7,Paper Box,2025-04-23
Vanilla Cupcake,Baked Goods,"Sugar, Flour, Eggs",3,267,160.2,801,False,Individual,2025-04-24,2025-04-30,6,18,Female,Cash,Single,2,2.9,Paper Box,2025-04-24
Sourdough,Baked Goods,"Flour, Baking Powder, Butter",2,248,148.8,496,True,Individual,2025-04-24,2025-04-29,5,42,Other,Credit Card,Single,0,1.1,Cloth Bag,2025-04-24
Cheese Pastry,Pastries,"Baking Powder, Sugar, Eggs",3,90,54.0,270,False,Family,2025-04-21,2025-04-24,3,39,Male,Debit Card,Bulk,0,2.6,Cloth Bag,2025-04-21
Chocolate Cake,Cakes,"Flour, Sugar, Eggs",3,239,143.4,717,True,Family,2025-04-14,2025-04-18,4,46,Male,Credit Card,Single,1,2.1,Cloth Bag,2025-04-14
Muffin,Cakes,"Baking Powder, Eggs, Cocoa",1,201,120.6,201,True,Family,2025-04-17,2025-04-22,5,28,Other,UPI,Bulk,0,3.4,Paper Box,2025-04-17
Chocolate Cake,Pastries,"Cocoa, Sugar, Flour",2,61,36.6,122,False,Individual,2025-04-18,2025-04-22,4,52,Female,Cash,Bulk,0,3.6,Cloth Bag,2025-04-18
Croissant,Baked Goods,"Butter, Sugar, Milk",2,71,42.6,142,False,Business,2025-04-12,2025-04-18,6,52,Other,Debit Card,Single,1,4.6,Plastic Wrap,2025-04-12
Croissant,Pastries,"Eggs, Cocoa, Butter",3,188,112.8,564,True,Individual,2025-04-10,2025-04-16,6,57,Other,Credit Card,Bulk,1,2.3,Plastic Wrap,2025-04-10
Sourdough,Cupcakes,"Milk, Cocoa, Eggs",3,173,103.8,519,False,Individual,2025-04-18,2025-04-23,5,58,Male,Cash,Bulk,1,3.2,Cloth Bag,2025-04-18
Chocolate Cake,Cakes,"Baking Powder, Eggs, Milk",2,81,48.6,162,True,Family,2025-04-24,2025-04-27,3,21,Other,Debit Card,Single,0,2.6,Plastic Wrap,2025-04-24
Fruit Tart,Pastries,"Baking Powder, Flour, Eggs",1,94,56.4,94,False,Family,2025-04-12,2025-04-18,6,32,Male,Cash,Single,1,4.8,Paper Box,2025-04-12
Chocolate Cake,Pastries,"Baking Powder, Flour, Eggs",1,72,43.2,72,True,Family,2025-04-22,2025-04-25,3,51,Female,Debit Card,Bulk,1,1.4,Cloth Bag,2025-04-22
Croissant,Pastries,"Baking Powder, Butter, Milk",1,248,148.8,248,True,Family,2025-04-18,2025-04-22,4,57,Female,Credit Card,Bulk,0,3.5,Cloth Bag,2025-04-18
Fruit Tart,Cakes,"Butter, Flour, Eggs",3,187,112.2,561,False,Individual,2025-04-18,2025-04-21,3,57,Other,Cash,Bulk,1,3.8,Plastic Wrap,2025-04-18
Chocolate Cake,Cupcakes,"Eggs, Sugar, Baking Powder",2,258,154.8,516,True,Individual,2025-04-23,2025-04-27,4,25,Male,UPI,Bulk,1,1.4,Plastic Wrap,2025-04-23
Sourdough,Pastries,"Cocoa, Eggs, Baking Powder",1,273,163.8,273,True,Business,2025-04-19,2025-04-25,6,19,Female,UPI,Bulk,2,2.2,Paper Box,2025-04-19
Chocolate Cake,Tarts,"Cocoa, Butter, Sugar",3,293,175.8,879,False,Individual,2025-04-23,2025-04-27,4,21,Other,Credit Card,Single,2,3.2,Cloth Bag,2025-04-23
Muffin,Baked Goods,"Flour, Sugar, Baking Powder",2,198,118.8,396,True,Individual,2025-04-16,2025-04-21,5,41,Other,Credit Card,Bulk,0,4.3,Cloth Bag,2025-04-16
Cheese Pastry,Baked Goods,"Butter, Baking Powder, Eggs",1,107,64.2,107,True,Individual,2025-04-19,2025-04-23,4,45,Male,Debit Card,Single,0,2.8,Cloth Bag,2025-04-19
Muffin,Baked Goods,"Flour, Eggs, Baking Powder",1,90,54.0,90,False,Business,2025-04-22,2025-04-28,6,21,Other,Cash,Bulk,2,1.6,Paper Box,2025-04-22
Sourdough,Cupcakes,"Baking Powder, Flour, Eggs",3,128,76.8,384,False,Business,2025-04-11,2025-04-17,6,52,Female,Cash,Single,1,4.1,Cloth Bag,2025-04-11
Cheese Pastry,Cakes,"Milk, Flour, Cocoa",3,240,144.0,720,True,Individual,2025-04-18,2025-04-21,3,36,Female,Cash,Bulk,1,4.4,Paper Box,2025-04-18
Brownie,Pastries,"Butter, Flour, Sugar",3,205,123.0,615,True,Business,2025-04-14,2025-04-18,4,24,Female,Debit Card,Single,2,3.4,Plastic Wrap,2025-04-14
Croissant,Baked Goods,"Butter, Eggs, Baking Powder",1,50,30.0,50,True,Business,2025-04-11,2025-04-17,6,29,Other,Cash,Single,2,3.8,Paper Box,2025-04-11
Fruit Tart,Cakes,"Eggs, Cocoa, Milk",3,224,134.4,672,True,Individual,2025-04-10,2025-04-15,5,37,Other,Credit Card,Bulk,2,3.9,Cloth Bag,2025-04-10
Sourdough,Baked Goods,"Sugar, Eggs, Butter",2,148,88.8,296,False,Family,2025-04-22,2025-04-28,6,43,Male,Debit Card,Single,0,1.4,Plastic Wrap,2025-04-22
Cheese Pastry,Pastries,"Milk, Cocoa, Butter",3,120,72.0,360,True,Business,2025-04-12,2025-04-17,5,27,Other,Debit Card,Single,1,2.1,Cloth Bag,2025-04-12
Muffin,Pastries,"Flour, Butter, Milk",3,52,31.2,156,False,Individual,2025-04-13,2025-04-19,6,39,Other,Debit Card,Single,2,1.0,Paper Box,2025-04-13
Brownie,Pastries,"Cocoa, Baking Powder, Sugar",2,159,95.4,318,True,Individual,2025-04-12,2025-04-16,4,42,Female,UPI,Bulk,1,3.2,Plastic Wrap,2025-04-12
Vanilla Cupcake,Pastries,"Eggs, Baking Powder, Cocoa",1,298,178.8,298,True,Business,2025-04-11,2025-04-17,6,38,Other,Debit Card,Single,2,4.9,Paper Box,2025-04-11
Muffin,Pastries,"Cocoa, Milk, Eggs",3,199,119.4,597,False,Family,2025-04-15,2025-04-18,3,49,Other,Debit Card,Single,0,4.8,Paper Box,2025-04-15
Cheese Pastry,Baked Goods,"Flour, Baking Powder, Eggs",1,99,59.4,99,True,Business,2025-04-20,2025-04-25,5,39,Other,UPI,Bulk,1,1.4,Paper Box,2025-04-20
Sourdough,Tarts,"Sugar, Eggs, Butter",2,253,151.8,506,False,Family,2025-04-12,2025-04-17,5,22,Other,Credit Card,Bulk,1,4.0,Plastic Wrap,2025-04-12
Brownie,Cakes,"Eggs, Sugar, Baking Powder",3,252,151.2,756,True,Business,2025-04-13,2025-04-16,3,26,Other,Cash,Single,0,1.1,Plastic Wrap,2025-04-13
Brownie,Baked Goods,"Milk, Butter, Sugar",3,285,171.0,855,False,Family,2025-04-19,2025-04-25,6,37,Male,Debit Card,Bulk,2,2.1,Plastic Wrap,2025-04-19
Chocolate Cake,Cupcakes,"Cocoa, Baking Powder, Flour",3,255,153.0,765,True,Individual,2025-04-15,2025-04-21,6,18,Other,Credit Card,Single,0,3.1,Paper Box,2025-04-15
Brownie,Baked Goods,"Milk, Butter, Flour",2,173,103.8,346,True,Individual,2025-04-21,2025-04-24,3,57,Other,Debit Card,Bulk,1,2.7,Plastic Wrap,2025-04-21
